Year,Rank,ID,Name,Country,OfficialMoney,EventsPlayed
2015,12,80142,Brittany Lincicome,USA,933521,26
2015,13,98236,Hyo Joo Kim,KOR,923221,24
2015,14,81622,Suzann Pettersen,NOR,912603,23
2015,15,93422,Ha Na Jang,KOR,883032,24
2015,16,98193,Minjee Lee,AUS,821121,29
2015,17,82878,Na Yeon Choi,KOR,808566,22
2015,18,87765,Gerina Piller,USA,727681,26
2015,19,98054,Mirim Lee,KOR,681842,25
2015,20,87987,Chella Choi,KOR,663576,31
2015,21,82897,Yani Tseng,TPE,648400,27
2015,22,98183,Mi Hyang Lee,KOR,647865,29
2015,23,98223,Alison Lee,USA,628676,23
2015,24,82603,Ilhee Lee,KOR,619647,28
2015,25,82819,Brittany Lang,USA,616097,29
2015,26,88308,Jenny Shin,KOR,607956,27
2015,27,88399,Jessica Korda,USA,590061,24
2015,28,88108,Mika Miyazato,JPN,583141,24
2015,29,81127,Candie Kung,TPE,551640,26
2015,30,82873,Sandra Gal,GER,531961,27
2015,31,88510,Lizette Salas,USA,531096,24
2015,32,88114,Azahara Munoz,ESP,504100,23
2015,33,98213,Austin Ernst,USA,503116,29
2015,34,81901,Angela Stanford,USA,491777,27
2015,35,93475,Ariya Jutanugarn,THA,482527,29
2015,36,82847,Eun-Hee Ji,KOR,474706,29
2015,37,80906,Karine Icher,FRA,467627,29
2015,38,88110,Pornanong Phatlum,THA,445383,28
2015,39,98106,Xiyu Lin,CHN,432751,25
2015,40,88213,Pernilla Lindberg,SWE,417225,29
2015,41,80149,Kris Tamulis,USA,407086,25
2015,42,93254,Carlota Ciganda,ESP,404849,25
2015,43,82313,Karrie Webb,AUS,394497,22
2015,44,93184,Sakura Yokomine,JPN,382891,26
2015,45,98388,Kim Kaufman,USA,372945,28
2015,46,82863,Lee-Anne Pace,RSA,367231,24
2015,47,80130,Paula Creamer,USA,363485,25
2015,48,98215,Charley Hull,ENG,359929,14
2015,49,88106,Michelle Wie,USA,348918,24
2015,50,82867,Jane Park,USA,348673,26
2015,51,82814,Julieta Granada,PAR,348645,28
2015,52,82892,Hee Young Park,KOR,347523,28
2015,53,82836,Sun Young Yoo,KOR,340324,25
2015,54,82850,In-Kyung Kim,KOR,339622,20
2015,55,87662,Mo Martin,USA,339205,28
2015,56,88276,Mariajo Uribe,COL,333993,27
2015,57,NA,Q Baek,NA,325561,27
2015,58,98216,Jaye Marie Green,USA,321423,27
2015,59,88313,Sydnee Michaels,USA,309224,26
2015,60,98290,Wei-Ling Hsu,TPE,303225,28
2015,61,98119,Caroline Masson,GER,301666,29
2015,62,88561,Danielle Kang,USA,292579,26
2015,63,81313,Catriona Matthew,SCO,288285,22
2015,64,98001,Moriya Jutanugarn,THA,281940,29
2015,65,80144,Alena Sharp,CAN,272757,26
2015,66,98070,Haru Nomura,JPN,272579,27
2015,67,88275,Jennifer Song,USA,260495,27
2015,68,88910,Min Lee,TPE,237187,26
2015,69,81112,Christina Kim,USA,234153,29
2015,70,88214,Ryann O'Toole,USA,208565,24
2015,71,98011,Marina Alex,USA,182967,24
2015,72,87945,Mi Jung Hur,KOR,175764,23
2015,73,80822,Maria McBride,SWE,172308,14
2015,74,88822,Kelly Shon,USA,170895,23
2015,75,88113,Beatriz Recari,ESP,167890,25
2015,76,88231,Min Seo Kwak,KOR,165982,21
2015,77,82824,Ai Miyazato,JPN,164446,23
2015,78,98028,Christel Boeljon,NED,157280,12
2015,79,93391,Ayako Uehara,JPN,136844,23
2015,80,80903,Juli Inkster,USA,133489,13
2015,81,98084,Amy Olson,USA,131282,21
2015,82,88260,Mina Harigae,USA,130703,25
2015,83,87761,Alison Walshe,USA,120018,22
2015,84,88271,Tiffany Joh,USA,114287,22
2015,85,98240,Katie Burnett,USA,109736,21
2015,86,98313,Perrine Delacour,FRA,105048,11
2015,87,88348,Jacqui Concolino,USA,104482,14
2015,88,88128,Paula Reto,RSA,102187,22
2015,89,93474,P.K. Kongkraphan,THA,101016,21
2015,90,98267,Brooke M. Henderson,CAN,100294,4
2015,91,80141,Meena Lee,KOR,99484,22
2015,92,88543,Jasmine Suwannapura,THA,98337,22
2015,93,93651,Caroline Hedwall,SWE,98117,18
2015,94,82817,Sarah Jane Smith,AUS,85180,21
2015,95,53829,Kelly Tan,MAS,83836,21
2015,96,82886,Sarah Kemp,AUS,78376,19
2015,97,82821,Jee Young Lee,KOR,75465,13
2015,98,88290,Jodi Ewart Shadoff,ENG,71765,21
2015,99,98023,Yueer Cindy Feng,CHN,71389,15
2015,100,88778,Sadena Parks,USA,69680,19
2015,101,93340,Belen Mozo,ESP,67935,23
2015,102,88236,Amelia Lewis,USA,63945,20
2015,103,NA,SooBin Kim,NA,63522,15
2015,104,98125,Joanna Klatten,FRA,63378,17
2015,105,88190,Maria Hernandez,ESP,62995,20
2015,106,88281,Dori Carter,USA,59107,20
2015,107,88406,Jennifer Johnson,USA,56886,14
2015,108,80850,Katherine Kirk,AUS,55312,21
2015,109,88359,Jane Rah,USA,55299,13
2015,110,82862,Ji Young Oh,KOR,55173,19
2015,111,98139,Laetitia Beck,ISR,54278,14
2015,112,98284,Jing Yan,CHN,51590,14
2015,113,93267,Felicity Johnson,ENG,49288,13
2015,114,88253,Dewi Claire Schreefel,NED,46976,20
2015,115,87949,Haeji Kang,KOR,44869,19
2015,116,98249,Brooke Pancake,USA,43216,19
2015,117,82896,Ashleigh Buhai,RSA,40831,17
2015,118,80727,Natalie Gulbis,USA,39575,14
2015,119,82630,Laura Davies,ENG,39359,14
2015,120,81327,Becky Morgan,WAL,38997,14
2015,121,NA,Lisa Ferrero,NA,38639,15
2015,122,81603,Se Ri Pak,KOR,36083,8
2015,123,93382,Hee Kyung Seo,KOR,34050,7
2015,124,88298,Nannette Hill,USA,34046,15
2015,125,98246,Cheyenne Woods,USA,32713,17
2015,126,87567,Danah Bordner,USA,32175,18
2015,127,88520,Karlin Beck,USA,30576,14
2015,128,NA,Paz Echeverria,NA,30477,19
2015,129,88025,Jenny Suh,USA,30212,13
2015,130,88556,Cydney Clanton,USA,27937,9
2015,131,88947,Stephanie Meadow,NIR,26632,12
2015,132,NA,Chie Arimura,NA,25565,8
2015,133,NA,Victoria Elizabeth,NA,25031,15
2015,134,81905,Giulia Sergas,ITA,25006,13
2015,135,98382,Simin Feng,CHN,24864,19
2015,136,98201,Line Vedel,DEN,24787,8
2015,137,80839,Pat Hurst,USA,23610,10
2015,138,88647,Marissa Steen,USA,20258,18
2015,139,98490,Ju Young Pak,KOR,19897,13
2015,140,98113,Sophia Popov,GER,19431,10
2015,141,82830,Karin Sjodin,SWE,19398,11
2015,142,88614,Therese O'Hara,DEN,16903,16
2015,143,NA,Elizabeth Nagel,NA,15899,5
2015,144,93275,Jeong Eun Lee,KOR,15368,3
2015,145,NA,Sue Kim,NA,15129,11
2015,146,82859,Kristy McPherson,USA,14903,18
2015,147,88881,Demi Runas,USA,14799,18
2015,148,87888,Sandra Changkija,USA,13964,9
2015,149,88150,Kendall Dye,USA,12424,18
2015,150,87905,Nontaya Srisawang,THA,11878,5
2015,151,93667,Stacey Peters,AUS,10941,5
2015,152,81833,Jennifer Rosales,PHI,10457,16
2015,153,98041,Rebecca Lee-Bentham,CAN,10421,9
2015,154,88560,Katy Harris,USA,9927,4
2015,155,88887,Julie Yang,KOR,9490,12
2015,156,81605,Laura Diaz,USA,7737,18
2015,157,88036,Jackie Stoelting,USA,7475,18
2015,158,53198,Alejandra Llaneza,MEX,6931,7
2015,159,80819,Rachel Hetherington,AUS,5825,1
2015,160,82820,Seon Hwa Lee,KOR,5461,5
2015,161,81131,Birdie Kim,KOR,5216,5
2015,162,98309,Lisa McCloskey,COL,4556,11
2015,163,NA,Caroline Westrup,NA,3838,1
2015,164,80417,Nicole Castrale,USA,3764,4
2015,165,98335,Giulia Molinaro,ITA,3648,4
2015,166,80133,Jennifer Gleason,USA,3443,9
2015,167,98320,Emma de Groot,AUS,2695,3
2015,168,88250,Garrett Phillips,USA,2579,13
2015,169,80211,Ashli Bunch,USA,2530,1
2015,170,88251,Paola Moreno,COL,2506,7
2015,171,88374,Mallory Blackwelder,USA,2366,18
2014,1,88105,Stacy Lewis,USA,2539039,28
2014,2,82866,Inbee Park,KOR,2226641,23
2014,3,98109,Lydia Ko,NZL,2089033,26
2014,4,88106,Michelle Wie,USA,1924796,21
2014,5,98006,So Yeon Ryu,KOR,1468804,25
2014,6,82874,Shanshan Feng,CHN,1404623,24
2014,7,88109,Anna Nordqvist,SWE,1144245,26
2014,8,82313,Karrie Webb,AUS,1069540,19
2014,9,88114,Azahara Munoz,ESP,1051332,27
2014,10,87987,Chella Choi,KOR,1048932,31
2014,11,81622,Suzann Pettersen,NOR,1001927,24
2014,12,98184,Lexi Thompson,USA,946764,25
2014,13,82878,Na Yeon Choi,KOR,945813,26
2014,14,98054,Mirim Lee,KOR,933849,24
2014,15,81106,Cristie Kerr,USA,911883,24
2014,16,88399,Jessica Korda,USA,817885,23
2014,17,80142,Brittany Lincicome,USA,790661,26
2014,18,82814,Julieta Granada,PAR,762803,28
2014,19,81901,Angela Stanford,USA,754728,27
2014,20,88110,Pornanong Phatlum,THA,735031,26
2014,21,88308,Jenny Shin,KOR,720046,28
2014,22,80130,Paula Creamer,USA,702691,23
2014,23,87662,Mo Martin,USA,680624,25
2014,24,88510,Lizette Salas,USA,669106,24
2014,25,82901,Amy Yang,KOR,618180,21
2014,26,80141,Meena Lee,KOR,589337,28
2014,27,81112,Christina Kim,USA,570374,27
2014,28,98119,Caroline Masson,GER,569916,28
2014,29,82819,Brittany Lang,USA,551703,30
2014,30,87945,Mi Jung Hur,KOR,547646,24
2014,31,98183,Mi Hyang Lee,KOR,546602,27
2014,32,81313,Catriona Matthew,SCO,541951,24
2014,33,80906,Karine Icher,FRA,532365,28
2014,34,82847,Eun-Hee Ji,KOR,522829,27
2014,35,82827,Morgan Pressel,USA,508534,29
2014,36,82873,Sandra Gal,GER,504518,27
2014,37,82603,Ilhee Lee,KOR,501146,29
2014,38,82863,Lee-Anne Pace,RSA,467559,17
2014,39,87765,Gerina Piller,USA,466497,26
2014,40,82892,Hee Young Park,KOR,447658,29
2014,41,98213,Austin Ernst,USA,439089,26
2014,42,88213,Pernilla Lindberg,SWE,411232,30
2014,43,88276,Mariajo Uribe,COL,385313,26
2014,44,93254,Carlota Ciganda,ESP,367280,23
2014,45,98201,Line Vedel,DEN,362909,24
2014,46,93651,Caroline Hedwall,SWE,359016,18
2014,47,98070,Haru Nomura,JPN,353892,26
2014,48,82850,In-Kyung Kim,KOR,349765,18
2014,49,87949,Haeji Kang,KOR,333072,26
2014,50,88260,Mina Harigae,USA,324439,27
2014,51,88561,Danielle Kang,USA,316239,27
2014,52,88290,Jodi Ewart Shadoff,ENG,312060,25
2014,53,88113,Beatriz Recari,ESP,309058,27
2014,54,82897,Yani Tseng,TPE,303127,24
2014,55,93340,Belen Mozo,ESP,301675,27
2014,56,98001,Moriya Jutanugarn,THA,295473,30
2014,57,88406,Jennifer Johnson,USA,286084,25
2014,58,98388,Kim Kaufman,USA,275273,19
2014,59,81603,Se Ri Pak,KOR,271888,16
2014,60,80850,Katherine Kirk,AUS,265743,26
2014,61,82836,Sun Young Yoo,KOR,261351,26
2014,62,82817,Sarah Jane Smith,AUS,243097,28
2014,63,88543,Jasmine Suwannapura,THA,240214,27
2014,64,93391,Ayako Uehara,JPN,234321,27
2014,65,98011,Marina Alex,USA,224330,25
2014,66,88236,Amelia Lewis,USA,212578,26
2014,67,88271,Tiffany Joh,USA,200607,27
2014,68,82630,Laura Davies,ENG,200515,18
2014,69,88253,Dewi Claire Schreefel,NED,200174,26
2014,70,88281,Dori Carter,USA,194011,26
2014,71,81127,Candie Kung,TPE,191664,26
2014,72,80149,Kris Tamulis,USA,190568,23
2014,73,82862,Ji Young Oh,KOR,173090,25
2014,74,88313,Sydnee Michaels,USA,170987,22
2014,75,81605,Laura Diaz,USA,167595,23
2014,76,81905,Giulia Sergas,ITA,167327,24
2014,77,88128,Paula Reto,RSA,154880,20
2014,78,93474,P.K. Kongkraphan,THA,140304,24
2014,79,82867,Jane Park,USA,136521,16
2014,80,98084,Amy Olson,USA,129742,20
2014,81,80903,Juli Inkster,USA,125505,14
2014,82,88275,Jennifer Song,USA,124446,19
2014,83,98106,Xiyu Lin,CHN,123164,21
2014,84,98028,Christel Boeljon,NED,120064,20
2014,85,87761,Alison Walshe,USA,119992,22
2014,86,82824,Ai Miyazato,JPN,119825,22
2014,87,98240,Katie Burnett,USA,118970,21
2014,88,98249,Brooke Pancake,USA,117051,19
2014,89,53829,Kelly Tan,MAS,116294,20
2014,90,81833,Jennifer Rosales,PHI,115487,21
2014,91,88108,Mika Miyazato,JPN,105982,16
2014,92,82886,Sarah Kemp,AUS,104648,18
2014,93,98216,Jaye Marie Green,USA,95990,22
2014,94,80144,Alena Sharp,CAN,84948,20
2014,95,82348,Lindsey Wright,AUS,84718,19
2014,96,82859,Kristy McPherson,USA,83900,20
2014,97,98023,Yueer Cindy Feng,CHN,80090,5
2014,98,82896,Ashleigh Buhai,RSA,78294,18
2014,99,98125,Joanna Klatten,FRA,77171,14
2014,100,NA,Paz Echeverria,NA,74991,19
2014,101,82821,Jee Young Lee,KOR,74842,18
2014,102,81327,Becky Morgan,WAL,68760,18
2014,103,82830,Karin Sjodin,SWE,67391,12
2014,104,98309,Lisa McCloskey,COL,66503,20
2014,105,53198,Alejandra Llaneza,MEX,66065,15
2014,106,NA,Chie Arimura,NA,62814,16
2014,107,88251,Paola Moreno,COL,62156,18
2014,108,80831,Hee-Won Han,KOR,61107,15
2014,109,88348,Jacqui Concolino,USA,55225,18
2014,110,98041,Rebecca Lee-Bentham,CAN,51862,18
2014,111,98038,Jennifer Kirby,CAN,51659,18
2014,112,93267,Felicity Johnson,ENG,50831,12
2014,113,88556,Cydney Clanton,USA,50779,18
2014,114,98335,Giulia Molinaro,ITA,48225,18
2014,115,88025,Jenny Suh,USA,48030,16
2014,116,81005,Jeong Jang,KOR,45963,14
2014,117,87888,Sandra Changkija,USA,45000,18
2014,118,NA,Sue Kim,NA,44339,19
2014,119,88359,Jane Rah,USA,43600,12
2014,120,93667,Stacey Peters,AUS,43047,16
2014,121,80839,Pat Hurst,USA,41078,17
2014,122,81128,Jimin Kang,USA,41003,15
2014,123,98313,Perrine Delacour,FRA,40877,11
2014,124,NA,Victoria Elizabeth,NA,39696,13
2014,125,82885,Hannah Jun Medlock,USA,34883,19
2014,126,80407,Moira Dunn-Bohls,USA,32439,18
2014,127,80417,Nicole Castrale,USA,32154,12
2014,128,93382,Hee Kyung Seo,KOR,30315,7
2014,129,82813,Katie Futcher,USA,27136,15
2014,130,88214,Ryann O'Toole,USA,26044,18
2014,131,88560,Katy Harris,USA,25367,11
2014,132,88277,Kathleen Ekey,USA,24855,18
2014,133,81102,Lorie Kane,CAN,23644,14
2014,134,NA,Erica Popson,NA,23004,19
2014,135,NA,Megan McChrystal,NA,21786,14
2014,136,93328,Brianna Do,USA,21089,11
2014,137,80223,Heather Bowie Young,USA,20747,16
2014,138,80727,Natalie Gulbis,USA,20447,12
2014,139,82820,Seon Hwa Lee,KOR,20021,11
2014,140,88194,Veronica Felibert,VEN,19587,12
2014,141,87768,Emma Jandel,USA,19279,13
2014,142,98203,Julia Boland,AUS,19047,15
2014,143,82880,Louise Friberg,SWE,18904,10
2014,144,87567,Danah Bordner,USA,18290,5
2014,145,82840,Irene Coe,USA,18026,17
2014,146,81028,Nicole Jeray,USA,17837,14
2014,147,93097,Megan Grehan,USA,16938,18
2014,148,80304,Silvia Cavalleri,ITA,16841,16
2014,149,88190,Maria Hernandez,ESP,15208,19
2014,150,NA,Anya Alvarez,NA,15152,12
2014,151,81810,Reilley Rankin,USA,13056,12
2014,152,88158,Cindy LaCrosse,USA,12407,16
2014,153,87846,Mindy Kim,USA,7727,15
2014,154,80822,Maria McBride,SWE,6497,15
2014,155,98137,Maude-Aimee Leblanc,CAN,6471,7
2014,156,NA,Hanna Kang,NA,6328,10
2014,157,NA,Kayla Mortellaro,NA,5881,4
2014,158,87972,Jaclyn Sweeney,USA,5030,13
2014,159,NA,Caroline Westrup,NA,4451,10
2014,160,98359,Dani Holmqvist,SWE,3203,10
2014,161,NA,Lisa Ferrero,NA,3105,1
2014,162,87998,Vicky Hurst,USA,2939,11
2014,163,88036,Jackie Stoelting,USA,2923,1
2014,164,80211,Ashli Bunch,USA,2800,5
2014,165,81131,Birdie Kim,KOR,2774,8
2014,165,98310,Haley Italia,USA,2774,4
2014,167,81907,Karen Stupples,ENG,2492,4
2013,1,82866,Inbee Park,KOR,2456619,23
2013,2,81622,Suzann Pettersen,NOR,2296106,23
2013,3,88105,Stacy Lewis,USA,1938868,26
2013,4,82874,Shanshan Feng,CHN,1716657,19
2013,5,98006,So Yeon Ryu,KOR,1278864,24
2013,6,98184,Lexi Thompson,USA,1206109,24
2013,7,82850,In-Kyung Kim,KOR,1125389,23
2013,8,88113,Beatriz Recari,ESP,1030614,25
2013,9,82878,Na Yeon Choi,KOR,929964,24
2013,10,82892,Hee Young Park,KOR,848676,26
2013,11,80130,Paula Creamer,USA,831918,23
2013,12,81901,Angela Stanford,USA,778234,22
2013,13,82313,Karrie Webb,AUS,765880,21
2013,14,93651,Caroline Hedwall,SWE,763104,23
2013,15,88510,Lizette Salas,USA,759323,24
2013,16,80906,Karine Icher,FRA,746572,25
2013,17,87987,Chella Choi,KOR,739441,28
2013,18,82901,Amy Yang,KOR,719481,22
2013,19,81106,Cristie Kerr,USA,710946,21
2013,20,88109,Anna Nordqvist,SWE,678751,26
2013,21,81313,Catriona Matthew,SCO,643896,21
2013,22,88111,Jiyai Shin,KOR,602875,20
2013,23,88110,Pornanong Phatlum,THA,600210,25
2013,24,82603,Ilhee Lee,KOR,595800,26
2013,25,88399,Jessica Korda,USA,593389,21
2013,26,87765,Gerina Piller,USA,572690,26
2013,27,82824,Ai Miyazato,JPN,526968,20
2013,28,82827,Morgan Pressel,USA,504188,24
2013,29,88290,Jodi Ewart Shadoff,ENG,493091,24
2013,30,88406,Jennifer Johnson,USA,472778,23
2013,31,88114,Azahara Munoz,ESP,457996,26
2013,32,80142,Brittany Lincicome,USA,449113,23
2013,33,93382,Hee Kyung Seo,KOR,446373,22
2013,34,81603,Se Ri Pak,KOR,440162,18
2013,35,82873,Sandra Gal,GER,420137,25
2013,36,88108,Mika Miyazato,JPN,417658,21
2013,37,87949,Haeji Kang,KOR,408641,25
2013,38,82897,Yani Tseng,TPE,405068,23
2013,39,82836,Sun Young Yoo,KOR,383748,25
2013,40,93254,Carlota Ciganda,ESP,355949,19
2013,41,88106,Michelle Wie,USA,355853,26
2013,42,82819,Brittany Lang,USA,355809,28
2013,43,88308,Jenny Shin,KOR,332461,27
2013,44,82847,Eun-Hee Ji,KOR,332012,26
2013,45,80141,Meena Lee,KOR,324362,26
2013,46,87662,Mo Martin,USA,319244,25
2013,47,98001,Moriya Jutanugarn,THA,293158,24
2013,48,98119,Caroline Masson,GER,287770,22
2013,49,88260,Mina Harigae,USA,285195,26
2013,50,81905,Giulia Sergas,ITA,274231,24
2013,51,82867,Jane Park,USA,267757,23
2013,52,82840,Irene Coe,USA,257202,22
2013,53,87761,Alison Walshe,USA,245515,24
2013,54,81127,Candie Kung,TPE,228929,25
2013,55,82814,Julieta Granada,PAR,224662,26
2013,56,80850,Katherine Kirk,AUS,223138,26
2013,57,88561,Danielle Kang,USA,221649,24
2013,58,93391,Ayako Uehara,JPN,212788,16
2013,59,80417,Nicole Castrale,USA,209915,18
2013,60,88213,Pernilla Lindberg,SWE,206926,25
2013,61,NA,Chie Arimura,NA,202283,20
2013,62,88276,Mariajo Uribe,COL,197839,24
2013,63,80727,Natalie Gulbis,USA,187237,20
2013,64,81635,Stacy Prammanasudh,USA,181246,19
2013,65,82821,Jee Young Lee,KOR,172692,21
2013,66,88253,Dewi Claire Schreefel,NED,164767,23
2013,67,98028,Christel Boeljon,NED,163260,20
2013,68,81833,Jennifer Rosales,PHI,154166,21
2013,69,80903,Juli Inkster,USA,150628,21
2013,70,88348,Jacqui Concolino,USA,150573,23
2013,71,80831,Hee-Won Han,KOR,143904,22
2013,72,98213,Austin Ernst,USA,142002,23
2013,73,88543,Jasmine Suwannapura,THA,137554,21
2013,74,87998,Vicky Hurst,USA,135119,25
2013,75,87945,Mi Jung Hur,KOR,132504,23
2013,76,81112,Christina Kim,USA,126535,20
2013,77,82348,Lindsey Wright,AUS,125964,20
2013,78,98309,Lisa McCloskey,COL,123886,20
2013,79,88158,Cindy LaCrosse,USA,121693,24
2013,80,98041,Rebecca Lee-Bentham,CAN,118441,19
2013,81,93340,Belen Mozo,ESP,114325,20
2013,82,88251,Paola Moreno,COL,113151,20
2013,83,82859,Kristy McPherson,USA,108615,19
2013,84,88313,Sydnee Michaels,USA,107365,21
2013,85,88214,Ryann O'Toole,USA,100554,20
2013,86,82817,Sarah Jane Smith,AUS,92883,21
2013,87,82862,Ji Young Oh,KOR,84879,18
2013,88,82898,Momoko Ueda,JPN,83283,17
2013,89,80223,Heather Bowie Young,USA,81924,17
2013,90,80407,Moira Dunn-Bohls,USA,73873,19
2013,91,81005,Jeong Jang,KOR,73123,18
2013,92,98183,Mi Hyang Lee,KOR,69181,17
2013,93,82813,Katie Futcher,USA,67658,20
2013,94,87846,Mindy Kim,USA,67370,17
2013,95,87567,Danah Bordner,USA,65426,13
2013,96,81327,Becky Morgan,WAL,64593,19
2013,97,82858,Paige Mackenzie,USA,63685,17
2013,98,98249,Brooke Pancake,USA,63647,17
2013,99,98240,Katie Burnett,USA,53377,11
2013,100,87888,Sandra Changkija,USA,52701,13
2013,101,88277,Kathleen Ekey,USA,50926,16
2013,102,88268,Amanda Blumenherst,USA,49182,16
2013,103,82886,Sarah Kemp,AUS,48659,17
2013,104,88281,Dori Carter,USA,47998,17
2013,105,81605,Laura Diaz,USA,40331,18
2013,106,80822,Maria McBride,SWE,39238,15
2013,107,80149,Kris Tamulis,USA,39208,16
2013,108,88275,Jennifer Song,USA,36216,17
2013,109,88236,Amelia Lewis,USA,32664,13
2013,110,81907,Karen Stupples,ENG,32357,18
2013,111,98137,Maude-Aimee Leblanc,CAN,29816,14
2013,112,80144,Alena Sharp,CAN,28843,12
2013,113,81028,Nicole Jeray,USA,28686,16
2013,114,93267,Felicity Johnson,ENG,27823,17
2013,115,81401,Marcy Hart,USA,27394,12
2013,116,NA,Hanna Kang,NA,25322,7
2013,117,88271,Tiffany Joh,USA,25184,14
2013,118,88194,Veronica Felibert,VEN,24558,16
2013,119,82630,Laura Davies,ENG,23803,14
2013,120,81102,Lorie Kane,CAN,23468,16
2013,121,82830,Karin Sjodin,SWE,22743,7
2013,122,98203,Julia Boland,AUS,22714,15
2013,123,81128,Jimin Kang,USA,22146,3
2013,124,NA,Lisa Ferrero,NA,21544,8
2013,125,88359,Jane Rah,USA,20913,15
2013,126,82820,Seon Hwa Lee,KOR,19324,14
2013,127,80839,Pat Hurst,USA,18535,14
2013,128,NA,Jin Young Pak,NA,18225,14
2013,129,NA,Jennie Lee,NA,17302,16
2013,130,88387,Daniela Iacobelli,USA,17299,15
2013,131,NA,Sara-Maude Juneau,NA,15828,15
2013,132,NA,Jessica Shepley,NA,14929,8
2013,133,88161,Lauren Doughtie,USA,14224,15
2013,134,NA,Paz Echeverria,NA,13882,9
2013,135,80712,Sophie Gustafson,SWE,13751,15
2013,136,82306,Wendy Ward,USA,13233,15
2013,137,80304,Silvia Cavalleri,ITA,12991,12
2013,138,NA,Stephanie Sherlock,NA,12261,15
2013,139,NA,Song-Hee Kim,NA,11668,10
2013,140,NA,Sue Kim,NA,11458,7
2013,141,98305,Breanna Elliott,AUS,11143,7
2013,142,82896,Ashleigh Buhai,RSA,10554,1
2013,143,NA,Kayla Mortellaro,NA,9870,11
2013,144,80851,Amy Hung,TPE,9806,14
2013,145,81810,Reilley Rankin,USA,9233,13
2013,146,88231,Min Seo Kwak,KOR,8940,5
2013,147,80133,Jennifer Gleason,USA,8455,9
2013,148,82812,Meaghan Francella,USA,7838,14
2013,149,81314,Jill McGill,USA,6204,5
2013,150,88284,Nicole Smith,USA,5730,11
2013,151,82882,Nicole Hage,USA,5343,6
2013,152,88520,Karlin Beck,USA,5049,14
2013,153,NA,Mitsuki Katahira,NA,4071,5
2013,154,NA,Victoria Elizabeth,NA,3918,12
2013,155,NA,Taylore Karle,NA,3414,14
2013,156,88148,Kelly Jacques,USA,3402,5
2013,156,NA,Inhong Lim,NA,3402,2
2013,158,93639,Victoria Tanco,ARG,3204,6
2013,159,88556,Cydney Clanton,USA,3142,3
2013,160,NA,Kim Welch,NA,2746,10
2013,161,80135,Allison Hanna,USA,2302,1
2012,1,82866,Inbee Park,KOR,2287080,24
2012,2,82878,Na Yeon Choi,KOR,1981834,22
2012,3,88105,Stacy Lewis,USA,1872409,26
2012,4,82897,Yani Tseng,TPE,1430159,24
2012,5,82824,Ai Miyazato,JPN,1334977,23
2012,6,98006,So Yeon Ryu,KOR,1282673,24
2012,7,88111,Jiyai Shin,KOR,1234597,18
2012,8,88114,Azahara Munoz,ESP,1230751,26
2012,9,81622,Suzann Pettersen,NOR,1182860,24
2012,10,82874,Shanshan Feng,CHN,1101147,19
2012,11,88108,Mika Miyazato,JPN,1098749,20
2012,12,82313,Karrie Webb,AUS,884973,20
2012,13,82901,Amy Yang,KOR,844305,22
2012,14,81106,Cristie Kerr,USA,837314,23
2012,15,80130,Paula Creamer,USA,815574,23
2012,16,81901,Angela Stanford,USA,794294,26
2012,17,82836,Sun Young Yoo,KOR,781587,23
2012,18,81313,Catriona Matthew,SCO,714272,20
2012,19,88109,Anna Nordqvist,SWE,688703,27
2012,20,87987,Chella Choi,KOR,634622,27
2012,21,98184,Lexi Thompson,USA,611021,23
2012,22,93382,Hee Kyung Seo,KOR,600403,25
2012,23,80142,Brittany Lincicome,USA,581631,24
2012,24,82819,Brittany Lang,USA,575263,25
2012,25,82873,Sandra Gal,GER,574323,26
2012,26,82850,In-Kyung Kim,KOR,561302,21
2012,27,80906,Karine Icher,FRA,541532,24
2012,28,81127,Candie Kung,TPE,485963,25
2012,29,87949,Haeji Kang,KOR,456425,24
2012,30,88308,Jenny Shin,KOR,447731,25
2012,31,82814,Julieta Granada,PAR,445685,26
2012,32,88113,Beatriz Recari,ESP,444620,27
2012,33,81603,Se Ri Pak,KOR,430338,12
2012,34,82892,Hee Young Park,KOR,427717,25
2012,35,87998,Vicky Hurst,USA,401457,27
2012,36,82847,Eun-Hee Ji,KOR,382597,25
2012,37,80850,Katherine Kirk,AUS,376192,26
2012,38,80141,Meena Lee,KOR,374312,26
2012,39,81905,Giulia Sergas,ITA,362659,22
2012,40,82603,Ilhee Lee,KOR,355780,22
2012,41,88399,Jessica Korda,USA,339320,20
2012,42,80727,Natalie Gulbis,USA,321472,22
2012,43,82830,Karin Sjodin,SWE,310599,23
2012,44,88260,Mina Harigae,USA,304057,26
2012,45,82827,Morgan Pressel,USA,271548,23
2012,46,80831,Hee-Won Han,KOR,269771,25
2012,47,82813,Katie Futcher,USA,262576,23
2012,48,87765,Gerina Piller,USA,258395,23
2012,49,82348,Lindsey Wright,AUS,257052,17
2012,50,88406,Jennifer Johnson,USA,245999,23
2012,51,88510,Lizette Salas,USA,242035,18
2012,52,88561,Danielle Kang,USA,239184,19
2012,53,80417,Nicole Castrale,USA,226600,19
2012,54,88158,Cindy LaCrosse,USA,222230,21
2012,55,88110,Pornanong Phatlum,THA,217557,26
2012,56,88290,Jodi Ewart Shadoff,ENG,217439,21
2012,57,93651,Caroline Hedwall,SWE,216074,18
2012,58,82898,Momoko Ueda,JPN,210197,19
