Year,Rank,ID,Name,Country,OfficialMoney,EventsPlayed
2012,59,87945,Mi Jung Hur,KOR,202428,19
2012,60,88276,Mariajo Uribe,COL,196360,19
2012,61,87761,Alison Walshe,USA,194519,22
2012,62,88313,Sydnee Michaels,USA,192544,19
2012,63,87662,Mo Martin,USA,171345,21
2012,64,88106,Michelle Wie,USA,158546,23
2012,65,80712,Sophie Gustafson,SWE,158089,22
2012,66,88253,Dewi Claire Schreefel,NED,153777,20
2012,67,82817,Sarah Jane Smith,AUS,153140,17
2012,68,93340,Belen Mozo,ESP,143094,21
2012,69,81128,Jimin Kang,USA,133130,21
2012,70,88213,Pernilla Lindberg,SWE,131204,18
2012,71,88275,Jennifer Song,USA,128280,22
2012,72,NA,Jennie Lee,NA,117302,17
2012,73,81907,Karen Stupples,ENG,116909,20
2012,74,81327,Becky Morgan,WAL,111725,19
2012,75,88194,Veronica Felibert,VEN,109547,14
2012,76,88268,Amanda Blumenherst,USA,105668,23
2012,77,87846,Mindy Kim,USA,103050,22
2012,78,81005,Jeong Jang,KOR,100946,12
2012,79,80822,Maria McBride,SWE,98971,20
2012,80,82858,Paige Mackenzie,USA,94045,19
2012,81,98028,Christel Boeljon,NED,89817,20
2012,82,82859,Kristy McPherson,USA,88674,23
2012,83,81833,Jennifer Rosales,PHI,88177,12
2012,84,82888,Taylor Coutu,USA,82210,13
2012,85,93254,Carlota Ciganda,ESP,79679,3
2012,86,80149,Kris Tamulis,USA,77166,16
2012,87,98088,Numa Gulyanamitta,THA,71511,16
2012,88,NA,Jin Young Pak,NA,70413,16
2012,89,81102,Lorie Kane,CAN,70396,17
2012,90,82821,Jee Young Lee,KOR,68650,13
2012,91,80407,Moira Dunn-Bohls,USA,67755,12
2012,92,88359,Jane Rah,USA,62454,16
2012,93,80851,Amy Hung,TPE,58361,21
2012,94,82867,Jane Park,USA,54648,15
2012,95,88348,Jacqui Concolino,USA,54611,12
2012,96,88214,Ryann O'Toole,USA,53590,21
2012,97,82306,Wendy Ward,USA,50459,18
2012,98,80223,Heather Bowie Young,USA,50027,16
2012,99,88281,Dori Carter,USA,49778,14
2012,100,80903,Juli Inkster,USA,48815,6
2012,101,88271,Tiffany Joh,USA,48695,20
2012,102,81401,Marcy Hart,USA,46243,12
2012,103,80144,Alena Sharp,CAN,45573,14
2012,104,81605,Laura Diaz,USA,43291,14
2012,105,98137,Maude-Aimee Leblanc,CAN,43165,8
2012,106,81810,Reilley Rankin,USA,42245,15
2012,107,82630,Laura Davies,ENG,42161,15
2012,108,NA,Kyeong Bae,NA,41582,6
2012,109,82862,Ji Young Oh,KOR,41391,14
2012,110,81112,Christina Kim,USA,38384,19
2012,111,81635,Stacy Prammanasudh,USA,36802,10
2012,112,87888,Sandra Changkija,USA,35826,14
2012,113,81219,Leta Lindley,USA,35028,12
2012,114,80839,Pat Hurst,USA,33964,13
2012,115,82820,Seon Hwa Lee,KOR,32256,8
2012,116,82812,Meaghan Francella,USA,28935,15
2012,117,87980,Hannah Yun,USA,28850,14
2012,118,93639,Victoria Tanco,ARG,26462,15
2012,119,82886,Sarah Kemp,AUS,26362,11
2012,120,NA,Jessica Shepley,NA,26196,10
2012,121,88556,Cydney Clanton,USA,26133,15
2012,122,82882,Nicole Hage,USA,25832,8
2012,123,NA,Lisa Ferrero,NA,25041,14
2012,124,88002,Angela Oh,USA,25030,15
2012,125,82840,Irene Coe,USA,24639,14
2012,126,82881,Anna Grzebien,USA,23341,11
2012,127,87567,Danah Bordner,USA,20531,7
2012,128,81337,Janice Moodie,SCO,19809,15
2012,129,88207,Christine Song,USA,19652,15
2012,130,80215,Beth Bader,USA,18337,11
2012,131,88236,Amelia Lewis,USA,17949,9
2012,132,81125,Stephanie Louden,USA,17108,13
2012,133,88190,Maria Hernandez,ESP,16858,13
2012,134,98041,Rebecca Lee-Bentham,CAN,16449,14
2012,135,98070,Haru Nomura,JPN,16049,5
2012,136,NA,Na On Min,NA,15933,15
2012,137,NA,Ayaka Kaneko,NA,15851,14
2012,138,NA,Carin Hjalmarsson,NA,14564,1
2012,139,NA,Stephanie Sherlock,NA,14556,10
2012,140,80427,Wendy Doolan,AUS,14523,10
2012,141,NA,Izzy Beisiegel,NA,12371,7
2012,142,88277,Kathleen Ekey,USA,11818,15
2012,143,81624,Grace Park,KOR,11682,8
2012,144,88375,Gwladys Nocera,FRA,11380,5
2012,145,NA,Song-Hee Kim,NA,10872,11
2012,146,88520,Karlin Beck,USA,9978,14
2012,147,87712,Samantha Richdale,CAN,9477,10
2012,148,88231,Min Seo Kwak,KOR,7324,7
2012,149,98183,Mi Hyang Lee,KOR,7043,5
2012,150,80133,Jennifer Gleason,USA,6136,7
2012,151,93474,P.K. Kongkraphan,THA,5180,3
2012,152,80401,Diana D'Alessio,USA,4959,8
2012,153,88025,Jenny Suh,USA,4278,4
2012,154,80304,Silvia Cavalleri,ITA,4106,3
2012,155,88543,Jasmine Suwannapura,THA,3633,1
2012,155,NA,Mitsuki Katahira,NA,3633,4
2012,157,NA,Elisa Serramia,NA,3481,13
2012,158,82804,Minea Blomqvist,FIN,3465,8
2012,159,80435,Meredith Duncan,USA,3301,13
2012,160,88332,Valentine Derrey,FRA,3082,3
2012,161,88560,Katy Harris,USA,3013,6
2012,162,NA,Lacey Agnew,NA,2949,7
2012,163,88021,Tanya Dergal,MEX,2774,15
2012,164,88192,Tzu-Chi Lin,TPE,2590,4
2012,165,NA,Hanna Kang,NA,2342,7
2011,1,82897,Yani Tseng,TPE,2921713,22
2011,2,81106,Cristie Kerr,USA,1470979,22
2011,3,82878,Na Yeon Choi,KOR,1357382,21
2011,4,88105,Stacy Lewis,USA,1356211,23
2011,5,81622,Suzann Pettersen,NOR,1322770,20
2011,6,80142,Brittany Lincicome,USA,1154234,21
2011,7,81901,Angela Stanford,USA,1017196,21
2011,8,82824,Ai Miyazato,JPN,1007633,19
2011,9,80130,Paula Creamer,USA,926338,21
2011,10,82901,Amy Yang,KOR,912160,22
2011,11,82850,In-Kyung Kim,KOR,885952,21
2011,12,82892,Hee Young Park,KOR,851781,21
2011,13,82827,Morgan Pressel,USA,845466,22
2011,14,82313,Karrie Webb,AUS,757671,20
2011,15,88111,Jiyai Shin,KOR,720735,18
2011,16,81313,Catriona Matthew,SCO,692340,19
2011,17,80822,Maria McBride,SWE,630320,20
2011,18,88106,Michelle Wie,USA,627936,20
2011,19,82819,Brittany Lang,USA,627691,22
2011,20,82873,Sandra Gal,GER,623526,20
2011,21,93382,Hee Kyung Seo,KOR,619429,21
2011,22,88108,Mika Miyazato,JPN,591688,20
2011,23,88109,Anna Nordqvist,SWE,589774,20
2011,24,88114,Azahara Munoz,ESP,520269,23
2011,25,82836,Sun Young Yoo,KOR,476672,21
2011,26,80712,Sophie Gustafson,SWE,427586,21
2011,27,81603,Se Ri Pak,KOR,415447,19
2011,28,80141,Meena Lee,KOR,408114,21
2011,29,81907,Karen Stupples,ENG,397081,22
2011,30,82813,Katie Futcher,USA,373630,20
2011,31,82866,Inbee Park,KOR,365231,16
2011,32,82874,Shanshan Feng,CHN,362097,17
2011,33,NA,Song-Hee Kim,NA,350376,22
2011,34,82898,Momoko Ueda,JPN,333494,16
2011,35,87987,Chella Choi,KOR,325273,21
2011,36,80903,Juli Inkster,USA,298123,20
2011,37,81127,Candie Kung,TPE,287580,22
2011,38,87846,Mindy Kim,USA,262055,20
2011,39,81128,Jimin Kang,USA,255901,21
2011,40,80831,Hee-Won Han,KOR,245264,22
2011,41,88271,Tiffany Joh,USA,237365,14
2011,42,80851,Amy Hung,TPE,226623,22
2011,43,88113,Beatriz Recari,ESP,223053,23
2011,44,82306,Wendy Ward,USA,204165,21
2011,45,87998,Vicky Hurst,USA,201425,22
2011,46,88214,Ryann O'Toole,USA,192748,15
2011,47,82858,Paige Mackenzie,USA,184384,18
2011,48,82847,Eun-Hee Ji,KOR,181743,19
2011,49,88260,Mina Harigae,USA,178683,17
2011,50,80839,Pat Hurst,USA,177349,19
2011,51,80727,Natalie Gulbis,USA,176337,21
2011,52,98028,Christel Boeljon,NED,170553,14
2011,53,81104,Mi Hyun Kim,KOR,165304,19
2011,54,88268,Amanda Blumenherst,USA,164930,21
2011,55,88308,Jenny Shin,KOR,160571,15
2011,56,82859,Kristy McPherson,USA,157025,21
2011,57,88110,Pornanong Phatlum,THA,149657,17
2011,58,81112,Christina Kim,USA,149275,21
2011,59,81635,Stacy Prammanasudh,USA,143916,16
2011,60,80850,Katherine Kirk,AUS,137884,18
2011,61,82814,Julieta Granada,PAR,137221,18
2011,62,88253,Dewi Claire Schreefel,NED,136140,15
2011,63,88406,Jennifer Johnson,USA,128974,13
2011,64,93651,Caroline Hedwall,SWE,126801,6
2011,65,88158,Cindy LaCrosse,USA,114800,16
2011,66,NA,Kyeong Bae,NA,109142,17
2011,67,93340,Belen Mozo,ESP,104323,15
2011,68,87765,Gerina Piller,USA,103322,14
2011,69,81327,Becky Morgan,WAL,98485,15
2011,70,80223,Heather Bowie Young,USA,97612,16
2011,71,82820,Seon Hwa Lee,KOR,93889,18
2011,72,81219,Leta Lindley,USA,90291,13
2011,73,87761,Alison Walshe,USA,90088,13
2011,74,87945,Mi Jung Hur,KOR,87221,17
2011,75,80149,Kris Tamulis,USA,85156,12
2011,76,82348,Lindsey Wright,AUS,84767,15
2011,77,87949,Haeji Kang,KOR,81691,16
2011,78,80144,Alena Sharp,CAN,77982,17
2011,79,88275,Jennifer Song,USA,77421,15
2011,80,81810,Reilley Rankin,USA,75301,13
2011,81,81624,Grace Park,KOR,71625,16
2011,82,NA,Jin Young Pak,NA,71158,13
2011,83,81401,Marcy Hart,USA,68369,12
2011,84,82812,Meaghan Francella,USA,66813,15
2011,85,82886,Sarah Kemp,AUS,58503,14
2011,86,88375,Gwladys Nocera,FRA,57626,15
2011,87,80906,Karine Icher,FRA,55398,7
2011,88,81102,Lorie Kane,CAN,55309,12
2011,89,82817,Sarah Jane Smith,AUS,54478,14
2011,90,88213,Pernilla Lindberg,SWE,53353,11
2011,91,82603,Ilhee Lee,KOR,52900,11
2011,92,88399,Jessica Korda,USA,52275,15
2011,93,82830,Karin Sjodin,SWE,50993,13
2011,94,98070,Haru Nomura,JPN,50106,10
2011,95,81905,Giulia Sergas,ITA,50090,12
2011,96,80304,Silvia Cavalleri,ITA,49320,14
2011,97,NA,Shi Hyun Ahn,NA,43600,9
2011,98,82867,Jane Park,USA,42261,12
2011,99,NA,Na On Min,NA,41556,13
2011,100,82888,Taylor Coutu,USA,40633,10
2011,101,NA,Stephanie Sherlock,NA,37952,12
2011,102,82739,Michele Redman,USA,34942,8
2011,103,88276,Mariajo Uribe,COL,34300,14
2011,104,81125,Stephanie Louden,USA,33624,10
2011,105,80407,Moira Dunn-Bohls,USA,30742,11
2011,106,80211,Ashli Bunch,USA,30246,9
2011,107,82760,Aree Song,KOR,29917,9
2011,108,82881,Anna Grzebien,USA,29403,11
2011,109,88236,Amelia Lewis,USA,29301,8
2011,110,NA,Yoo Kyeong Kim,NA,28248,9
2011,111,82630,Laura Davies,ENG,26499,12
2011,112,82804,Minea Blomqvist,FIN,24984,11
2011,113,NA,Jessica Shepley,NA,23687,9
2011,114,87567,Danah Bordner,USA,22765,12
2011,115,87712,Samantha Richdale,CAN,22684,10
2011,116,82821,Jee Young Lee,KOR,22582,15
2011,117,81605,Laura Diaz,USA,22437,11
2011,118,NA,Jennie Lee,NA,22248,10
2011,119,80215,Beth Bader,USA,21956,9
2011,120,88025,Jenny Suh,USA,20771,10
2011,121,82882,Nicole Hage,USA,18710,12
2011,122,82832,Louise Stahle,SWE,18677,6
2011,123,NA,Jeehae Lee,NA,17961,10
2011,124,NA,Shiho Oyama,NA,17785,4
2011,125,81833,Jennifer Rosales,PHI,16427,12
2011,126,88207,Christine Song,USA,15977,10
2011,127,88190,Maria Hernandez,ESP,15356,4
2011,128,88281,Dori Carter,USA,14547,10
2011,129,81337,Janice Moodie,SCO,14316,8
2011,130,NA,Lisa Meldrum,NA,12847,10
2011,131,NA,Jean Reynolds,NA,12423,9
2011,132,NA,Jimin Jeong,NA,12397,7
2011,133,81955,Sherri Steinhauer,USA,12006,10
2011,134,NA,Lisa Ferrero,NA,11922,2
2011,135,82742,Dina Ammaccapane,USA,11689,9
2011,136,88251,Paola Moreno,COL,11643,10
2011,137,87972,Jaclyn Sweeney,USA,10626,8
2011,138,80401,Diana D'Alessio,USA,10574,6
2011,139,82811,Allison Duncan,USA,10426,10
2011,140,82842,Mollie Fankhauser,USA,9827,10
2011,141,88004,Sara Brown,USA,9560,10
2011,142,81131,Birdie Kim,KOR,8417,11
2011,143,80417,Nicole Castrale,USA,8162,7
2011,144,NA,Adrienne White,NA,6930,4
2011,145,NA,Sarah Lee,NA,6519,3
2011,146,82902,Eunjung Yi,KOR,6216,6
2011,147,NA,Stephanie Kim,NA,5686,2
2011,148,82862,Ji Young Oh,KOR,5456,11
2011,149,81322,Mhairi McKay,SCO,4541,8
2011,149,88002,Angela Oh,USA,4541,10
2011,151,88298,Nannette Hill,USA,2246,3
2010,1,82878,Na Yeon Choi,KOR,1871166,23
2010,2,88111,Jiyai Shin,KOR,1783127,18
2010,3,81106,Cristie Kerr,USA,1601552,21
2010,4,82897,Yani Tseng,TPE,1573529,19
2010,5,81622,Suzann Pettersen,NOR,1557175,19
2010,6,82824,Ai Miyazato,JPN,1457384,21
2010,7,82850,In-Kyung Kim,KOR,1210068,21
2010,8,NA,Song-Hee Kim,NA,1208698,22
2010,9,88106,Michelle Wie,USA,888017,19
2010,10,80130,Paula Creamer,USA,883870,14
2010,11,82866,Inbee Park,KOR,825477,19
2010,12,80850,Katherine Kirk,AUS,793413,24
2010,13,82827,Morgan Pressel,USA,767455,23
2010,14,82901,Amy Yang,KOR,765930,22
2010,15,80142,Brittany Lincicome,USA,663808,23
2010,16,82836,Sun Young Yoo,KOR,655832,22
2010,17,88108,Mika Miyazato,JPN,608889,23
2010,18,81901,Angela Stanford,USA,596830,22
2010,19,82821,Jee Young Lee,KOR,589784,20
2010,20,80822,Maria McBride,SWE,568914,22
2010,21,88105,Stacy Lewis,USA,566401,24
2010,22,81128,Jimin Kang,USA,500355,21
2010,23,82313,Karrie Webb,AUS,479889,19
2010,24,88109,Anna Nordqvist,SWE,442089,21
2010,25,80906,Karine Icher,FRA,436968,22
2010,26,81112,Christina Kim,USA,436050,24
2010,27,82859,Kristy McPherson,USA,418218,22
2010,28,87998,Vicky Hurst,USA,409656,24
2010,29,80903,Juli Inkster,USA,402974,21
2010,30,88114,Azahara Munoz,ESP,402498,21
2010,31,87945,Mi Jung Hur,KOR,370428,24
2010,32,81603,Se Ri Pak,KOR,368839,15
2010,33,80141,Meena Lee,KOR,357097,23
2010,34,82892,Hee Young Park,KOR,327432,22
2010,35,82819,Brittany Lang,USA,297213,22
2010,36,81127,Candie Kung,TPE,288456,23
2010,37,88375,Gwladys Nocera,FRA,285134,21
2010,38,82874,Shanshan Feng,CHN,281304,17
2010,39,88113,Beatriz Recari,ESP,265466,18
2010,40,81313,Catriona Matthew,SCO,264717,18
2010,41,81005,Jeong Jang,KOR,262581,17
2010,42,82820,Seon Hwa Lee,KOR,253853,20
2010,43,80831,Hee-Won Han,KOR,250724,22
2010,44,82898,Momoko Ueda,JPN,238216,17
2010,45,80712,Sophie Gustafson,SWE,231716,21
2010,46,81907,Karen Stupples,ENG,221815,20
2010,47,81635,Stacy Prammanasudh,USA,219301,23
2010,48,80851,Amy Hung,TPE,216347,20
2010,49,82306,Wendy Ward,USA,213604,22
2010,50,NA,Kyeong Bae,NA,204671,21
2010,51,88268,Amanda Blumenherst,USA,178181,22
2010,52,80727,Natalie Gulbis,USA,178045,19
2010,53,80839,Pat Hurst,USA,174500,22
2010,54,NA,Na On Min,NA,172930,20
2010,55,80144,Alena Sharp,CAN,172599,20
2010,56,82847,Eun-Hee Ji,KOR,168065,21
2010,57,82812,Meaghan Francella,USA,168016,21
2010,58,87949,Haeji Kang,KOR,155984,19
2010,59,82348,Lindsey Wright,AUS,155233,16
2010,60,NA,Shi Hyun Ahn,NA,153241,15
2010,61,80223,Heather Bowie Young,USA,142961,17
2010,62,82813,Katie Futcher,USA,121942,16
2010,63,82822,Teresa Lu,TPE,120675,13
2010,64,82739,Michele Redman,USA,119168,16
2010,65,82817,Sarah Jane Smith,AUS,106518,13
2010,66,82873,Sandra Gal,GER,106388,21
2010,67,81605,Laura Diaz,USA,105169,14
2010,68,81955,Sherri Steinhauer,USA,101025,16
2010,69,88276,Mariajo Uribe,COL,101013,15
2010,70,87987,Chella Choi,KOR,99806,15
2010,71,82862,Ji Young Oh,KOR,98384,18
2010,72,81905,Giulia Sergas,ITA,95202,17
2010,73,81337,Janice Moodie,SCO,95199,18
2010,74,88190,Maria Hernandez,ESP,93020,16
2010,75,82830,Karin Sjodin,SWE,91253,14
2010,76,88260,Mina Harigae,USA,90205,14
2010,77,81833,Jennifer Rosales,PHI,89980,15
2010,78,82630,Laura Davies,ENG,88211,15
2010,79,82725,Helen Alfredsson,SWE,80642,12
2010,80,80407,Moira Dunn-Bohls,USA,80449,14
2010,81,82840,Irene Coe,USA,79580,16
2010,82,82867,Jane Park,USA,78572,15
2010,83,81327,Becky Morgan,WAL,76007,15
2010,84,81104,Mi Hyun Kim,KOR,72312,15
2010,85,80149,Kris Tamulis,USA,70607,14
2010,86,87846,Mindy Kim,USA,68835,14
2010,87,82886,Sarah Kemp,AUS,68634,14
2010,88,82603,Ilhee Lee,KOR,67192,13
2010,89,81102,Lorie Kane,CAN,63942,14
2010,90,82832,Louise Stahle,SWE,60478,14
2010,91,82902,Eunjung Yi,KOR,59593,18
2010,92,82858,Paige Mackenzie,USA,58988,16
2010,93,NA,Soo-Yun Kang,NA,53383,15
2010,94,82814,Julieta Granada,PAR,52309,16
2010,95,81219,Leta Lindley,USA,50244,12
2010,96,82888,Taylor Coutu,USA,49479,14
2010,97,82880,Louise Friberg,SWE,47447,16
2010,98,81624,Grace Park,KOR,44900,8
2010,99,NA,Sarah Lee,NA,43516,16
2010,100,80401,Diana D'Alessio,USA,43357,12
2010,101,80304,Silvia Cavalleri,ITA,41887,14
2010,102,88213,Pernilla Lindberg,SWE,41179,14
2010,103,81125,Stephanie Louden,USA,38098,9
2010,104,NA,Lisa Meldrum,NA,37851,14
2010,105,80135,Allison Hanna,USA,37537,14
2010,106,87712,Samantha Richdale,CAN,36088,14
2010,107,NA,Gloria Park,NA,35615,12
2010,108,82811,Allison Duncan,USA,34252,15
2010,109,NA,Il Mi Chung,NA,33863,12
2010,110,81322,Mhairi McKay,SCO,33562,9
2010,111,88251,Paola Moreno,COL,28960,8
2010,112,81314,Jill McGill,USA,28339,14
2010,113,NA,Libby Smith,NA,28059,9
2010,114,80211,Ashli Bunch,USA,27266,9
2010,115,NA,Mikaela Parmlid,NA,26130,13
2010,116,NA,Yoo Kyeong Kim,NA,24271,13
2010,117,NA,Jimin Jeong,NA,22903,13
2010,118,80215,Beth Bader,USA,22558,14
2010,119,88018,Misun Cho,KOR,22504,14
2010,120,80417,Nicole Castrale,USA,21897,9
2010,121,NA,Tania Elosegui,NA,21758,12
2010,122,NA,Hye Jung Choi,NA,21094,10
2010,123,NA,Jean Reynolds,NA,20664,14
2010,124,NA,Leah Wigger,NA,20343,13
2010,125,NA,Marianne Skarpnord,NA,19910,16
2010,126,NA,Anna Rawson,NA,18010,15
2010,127,82882,Nicole Hage,USA,15840,13
2010,128,NA,Jin Young Pak,NA,13323,9
2010,129,81810,Reilley Rankin,USA,12956,13
2010,130,80435,Meredith Duncan,USA,12532,9
2010,131,NA,Angela Park,NA,8976,11
2010,132,NA,Katie Kempter,NA,7295,13
2010,133,88021,Tanya Dergal,MEX,5427,8
2010,134,NA,Lisa Strom,NA,4550,9
2010,135,81028,Nicole Jeray,USA,4086,14
2010,136,NA,Elizabeth Caron,NA,4030,13
2010,137,80507,Michelle Ellis,AUS,3652,11
2010,138,NA,Russy Gulyanamitta,NA,3641,8
2010,139,NA,Danielle Downey,NA,3586,8
2010,140,82712,Brandie Burton,USA,3258,12
2010,141,80434,Dorothy Delasin,USA,3002,9
2010,142,NA,Joo Mi Kim,NA,0,8
2010,142,81123,Kelli Kuehne,USA,0,10
2009,1,88111,Jiyai Shin,KOR,1807334,25
2009,2,81106,Cristie Kerr,USA,1519722,25
2009,3,82824,Ai Miyazato,JPN,1517149,22
2009,4,81506,Lorena Ochoa,MEX,1489395,22
2009,5,81622,Suzann Pettersen,NOR,1369717,22
2009,6,82878,Na Yeon Choi,KOR,1341078,26
2009,7,82897,Yani Tseng,TPE,1293755,27
2009,8,82850,In-Kyung Kim,KOR,1238396,25
2009,9,80130,Paula Creamer,USA,1151864,21
2009,10,81901,Angela Stanford,USA,1081916,21
2009,11,NA,Song-Hee Kim,NA,1032031,25
2009,12,82313,Karrie Webb,AUS,968098,20
2009,13,82847,Eun-Hee Ji,KOR,937284,24
2009,14,88106,Michelle Wie,USA,918659,19
2009,15,88109,Anna Nordqvist,SWE,871785,17
2009,16,82859,Kristy McPherson,USA,816182,24
2009,17,80712,Sophie Gustafson,SWE,792359,22
2009,18,82348,Lindsey Wright,AUS,734742,24
2009,19,82819,Brittany Lang,USA,675065,26
2009,20,82892,Hee Young Park,KOR,666305,25
2009,21,80142,Brittany Lincicome,USA,647147,22
2009,22,82827,Morgan Pressel,USA,630313,24
2009,23,82836,Sun Young Yoo,KOR,614874,25
2009,24,82862,Ji Young Oh,KOR,558316,25
2009,25,81127,Candie Kung,TPE,539853,25
2009,26,81313,Catriona Matthew,SCO,480678,10
2009,27,80850,Katherine Kirk,AUS,461820,25
2009,28,82820,Seon Hwa Lee,KOR,458316,25
2009,29,80831,Hee-Won Han,KOR,450197,25
2009,30,81603,Se Ri Pak,KOR,447683,24
2009,31,87945,Mi Jung Hur,KOR,445022,22
2009,32,80822,Maria McBride,SWE,428935,18
2009,33,82898,Momoko Ueda,JPN,416333,18
2009,34,80141,Meena Lee,KOR,386335,25
2009,35,82725,Helen Alfredsson,SWE,385270,20
2009,36,80839,Pat Hurst,USA,370873,24
2009,37,82821,Jee Young Lee,KOR,358711,25
2009,38,81112,Christina Kim,USA,344055,24
2009,39,82306,Wendy Ward,USA,326395,20
2009,40,80727,Natalie Gulbis,USA,326392,21
2009,41,NA,Kyeong Bae,NA,324460,20
2009,42,82739,Michele Redman,USA,316533,20
2009,43,82902,Eunjung Yi,KOR,314600,22
2009,44,87998,Vicky Hurst,USA,305773,21
2009,45,82901,Amy Yang,KOR,302816,23
2009,46,82873,Sandra Gal,GER,298763,22
2009,47,88105,Stacy Lewis,USA,298422,23
2009,48,82812,Meaghan Francella,USA,292266,22
2009,49,88108,Mika Miyazato,JPN,284788,22
2009,50,82866,Inbee Park,KOR,271303,23
2009,51,80903,Juli Inkster,USA,259339,20
2009,52,80417,Nicole Castrale,USA,257299,24
2009,53,NA,Angela Park,NA,253391,17
2009,54,82822,Teresa Lu,TPE,242546,23
2009,55,81635,Stacy Prammanasudh,USA,217971,22
2009,56,81128,Jimin Kang,USA,214942,24
2009,57,NA,Soo-Yun Kang,NA,212352,20
2009,58,81337,Janice Moodie,SCO,208396,21
2009,59,NA,Shi Hyun Ahn,NA,202624,20
2009,60,82867,Jane Park,USA,194856,19
2009,61,81905,Giulia Sergas,ITA,181299,22
2009,62,NA,Young Kim,NA,181166,21
2009,63,80906,Karine Icher,FRA,171555,21
2009,64,82881,Anna Grzebien,USA,166905,20
2009,65,81327,Becky Morgan,WAL,158113,20
2009,66,NA,Hye Jung Choi,NA,154984,19
2009,67,87949,Haeji Kang,KOR,148048,16
2009,68,81907,Karen Stupples,ENG,144425,20
2009,69,82858,Paige Mackenzie,USA,140671,16
2009,70,NA,Mikaela Parmlid,NA,137355,18
2009,71,82811,Allison Duncan,USA,131856,21
2009,72,82813,Katie Futcher,USA,128702,20
2009,73,NA,Il Mi Chung,NA,126168,20
2009,74,80215,Beth Bader,USA,125894,18
2009,75,82874,Shanshan Feng,CHN,123694,21
2009,76,NA,Shiho Oyama,NA,122540,16
2009,77,80851,Amy Hung,TPE,122442,18
2009,78,80144,Alena Sharp,CAN,122345,21
2009,79,NA,Sarah Lee,NA,119507,19
2009,80,82840,Irene Coe,USA,118302,19
2009,81,80407,Moira Dunn-Bohls,USA,116529,19
2009,82,80223,Heather Bowie Young,USA,115475,20
2009,83,82888,Taylor Coutu,USA,114024,16
2009,84,80135,Allison Hanna,USA,104603,14
2009,85,80149,Kris Tamulis,USA,103908,18
2009,86,87987,Chella Choi,KOR,100828,17
2009,87,82630,Laura Davies,ENG,97681,18
2009,88,82830,Karin Sjodin,SWE,97085,15
2009,89,80819,Rachel Hetherington,AUS,95909,19
2009,90,82832,Louise Stahle,SWE,95284,17
2009,91,81833,Jennifer Rosales,PHI,92832,17
2009,92,87846,Mindy Kim,USA,90707,15
2009,93,81104,Mi Hyun Kim,KOR,88632,10
2009,94,82804,Minea Blomqvist,FIN,86486,21
2009,95,NA,Anna Rawson,NA,86103,18
2009,96,82886,Sarah Kemp,AUS,85469,16
2009,97,NA,Jin Young Pak,NA,84791,17
2009,98,81314,Jill McGill,USA,84777,19
2009,99,NA,Jimin Jeong,NA,81586,17
2009,100,81810,Reilley Rankin,USA,79102,18
2009,101,NA,Joo Mi Kim,NA,74490,19
2009,102,NA,Russy Gulyanamitta,NA,72147,16
2009,103,NA,Jin Joo Hong,NA,69412,17
2009,104,81605,Laura Diaz,USA,68688,21
2009,105,82817,Sarah Jane Smith,AUS,67616,17
2009,106,82814,Julieta Granada,PAR,65229,18
2009,107,81401,Marcy Hart,USA,64369,17
2009,108,80427,Wendy Doolan,AUS,59042,13
2009,109,81219,Leta Lindley,USA,58377,14
2009,110,NA,Na Ri Kim,NA,57864,11
2009,111,NA,Carin Hjalmarsson,NA,55855,13
2009,112,82744,Eva Dahllof,SWE,53551,17
2009,113,80304,Silvia Cavalleri,ITA,47375,16
2009,114,82712,Brandie Burton,USA,43361,11
2009,115,NA,Lisa Strom,NA,41519,16
2009,116,82896,Ashleigh Buhai,RSA,39752,15
2009,117,81125,Stephanie Louden,USA,38755,17
2009,118,80435,Meredith Duncan,USA,38520,18
2009,119,80206,Marisa Baena,COL,37230,16
2009,120,82643,Kris Tschetter,USA,36403,17
2009,121,NA,Anja Monke,NA,36338,15
2009,122,80401,Diana D'Alessio,USA,35563,19
2009,123,NA,Johanna Mundy,NA,34696,17
2009,124,82880,Louise Friberg,SWE,34090,21
2009,125,80118,Erica Blasberg,USA,26408,17
2009,126,NA,Brandi Jackson,NA,24530,11
2009,127,NA,Leah Wigger,NA,24370,17
2009,128,82606,Meg Mallon,USA,24365,10
2009,129,NA,Carolina Llano,NA,23330,18
2009,130,81131,Birdie Kim,KOR,22927,14
2009,131,81102,Lorie Kane,CAN,19074,17
2009,132,80826,Jamie Hullett,USA,18820,17
2009,133,NA,Becky Lucidi,NA,17944,13
2009,134,82815,Kim Hall,USA,17001,17
2009,135,NA,Danielle Downey,NA,16678,9
2009,136,82842,Mollie Fankhauser,USA,14157,17
2009,137,NA,Charlotte Mayorkas,NA,13832,15
2009,138,82760,Aree Song,KOR,12941,11
2009,139,NA,Sung Ah Yim,NA,11670,17
2009,140,80724,Jackie Gallagher-Smith,USA,9785,9
2009,141,82844,Sophie Giquel-Bettan,FRA,8962,12
2009,142,NA,Jeehae Lee,NA,8186,17
2009,143,82345,Carri Wood,USA,5750,12
2009,144,82654,Maggie Will,USA,5597,9
2009,145,80242,Audra Burks,USA,4328,17
2009,146,NA,Jeanne Cho-Hunicke,NA,2647,16
2009,147,NA,Young Jo,NA,0,10
2009,147,80434,Dorothy Delasin,USA,0,16
2009,147,80507,Michelle Ellis,AUS,0,13
